ms_subclass,lot_frontage,lot_area,lot_shape,utilities,neighborhood,overall_qual,overall_cond,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_exposure,total_bsmt_sf,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_cars,garage_area,pool_area,pool_qc,yr_sold,saleprice,condition_3,bldg_type_1Fam,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,exterior_3rd,bsmt_qual_cond_merged,bsmtfin_type_merged,bsmtfin_sf_merged,garage_qual_cond_merged
20,74.0,8556,4,4,3,7,5,2006,0.0,4,3,3,1240.0,5,1,1240,0,1240,0.0,0.0,2,0,2,1,4,5,1,0,0,3.0,826.0,0,0,2007,194000,0,1,0,0,0,0,4,7,2,0.0,6
20,70.0,9100,4,4,2,5,4,1962,51.0,3,3,1,988.0,5,1,988,0,988,1.0,0.0,1,0,3,1,3,6,1,0,0,2.0,624.0,0,0,2006,129500,2,1,0,0,0,0,2,6,3,36.0,6
90,63.0,8668,4,4,2,5,5,1968,0.0,3,3,1,1560.0,3,1,1560,0,1560,0.0,0.0,2,0,4,2,3,8,1,0,0,3.0,792.0,0,0,2007,126000,0,0,0,1,0,0,2,6,2,0.0,6
20,70.0,11767,4,4,2,5,5,1950,0.0,3,3,2,1078.0,3,0,1368,0,1368,1.0,0.0,1,0,3,1,3,6,0,0,0,1.0,195.0,0,0,2009,120000,0,1,0,0,0,0,2,5,4,1078.0,6
20,70.0,8400,4,4,3,7,5,2005,109.0,4,3,3,1473.0,5,1,1484,0,1484,1.0,0.0,2,0,3,1,4,7,1,0,0,2.0,606.0,0,0,2010,213000,0,1,0,0,0,0,4,7,7,712.0,6
120,40.0,3874,3,4,3,8,5,1980,0.0,4,3,4,1226.0,3,1,1226,0,1226,1.0,0.0,1,0,1,1,4,4,1,1,2,2.0,484.0,0,0,2006,190000,0,0,0,0,0,1,2,7,7,807.0,6
20,69.05520046484602,8076,3,4,3,6,6,1994,112.0,3,3,1,1160.0,4,1,1169,0,1169,0.0,1.0,2,0,3,1,3,6,1,1,3,2.0,402.0,0,0,2006,183500,0,1,0,0,0,0,2,7,7,705.0,6
80,93.0,10090,3,4,2,7,5,1999,364.0,3,3,3,725.0,3,1,1035,616,1651,0.0,1.0,2,0,4,1,3,6,1,2,3,1.0,276.0,0,0,2007,172000,0,1,0,0,0,0,2,6,8,725.0,6
20,67.0,8877,4,4,2,4,6,1958,0.0,3,3,2,816.0,5,1,816,0,816,1.0,0.0,1,0,2,1,3,3,1,1,4,1.0,288.0,0,0,2009,100000,0,1,0,0,0,0,2,6,6,690.0,4
20,85.0,11058,4,4,3,7,6,2007,212.0,4,3,1,1564.0,5,1,1564,0,1564,0.0,0.0,2,0,3,1,4,6,1,0,0,3.0,814.0,0,0,2008,218836,0,1,0,0,0,0,4,7,7,56.0,6
190,60.0,10800,4,4,1,6,7,2000,0.0,3,3,1,482.0,5,1,1221,691,1912,0.0,0.0,2,0,3,2,3,7,1,1,3,2.0,672.0,0,0,2008,163000,0,0,1,0,0,0,2,5,2,0.0,7
20,59.0,10936,3,4,3,7,5,2006,0.0,4,3,3,1510.0,5,1,1525,0,1525,0.0,0.0,2,1,3,1,4,6,1,1,4,2.0,534.0,0,0,2007,206580,0,1,0,0,0,0,4,7,2,0.0,6
60,65.0,8461,4,4,3,6,5,2006,0.0,4,3,1,728.0,5,1,728,728,1456,0.0,0.0,2,1,3,1,4,8,1,1,4,2.0,390.0,0,0,2006,163990,0,1,0,0,0,0,4,7,2,0.0,6
70,60.0,7518,4,4,1,5,8,2004,0.0,2,4,1,396.0,4,1,665,665,1330,0.0,0.0,1,0,3,1,3,7,1,0,0,1.0,390.0,0,0,2006,116500,0,1,0,0,0,0,1,4,2,0.0,6
60,69.05520046484602,8010,3,4,3,7,5,2003,0.0,4,3,1,840.0,5,1,840,880,1720,0.0,0.0,2,1,3,1,4,7,1,1,4,2.0,400.0,0,0,2008,188000,0,1,0,0,0,0,4,7,2,0.0,6
85,69.05520046484602,10050,3,4,2,5,6,1966,87.0,3,3,3,793.0,5,1,1280,0,1280,0.0,1.0,2,0,3,1,3,6,1,1,3,2.0,432.0,0,0,2007,175000,0,1,0,0,0,0,2,6,7,602.0,6
120,38.0,4740,3,4,4,8,5,1988,0.0,4,3,4,1166.0,4,1,1179,0,1179,1.0,0.0,2,0,2,1,3,5,1,0,0,2.0,480.0,0,0,2007,182000,0,0,0,0,0,1,4,7,7,248.0,6
30,60.0,6978,4,4,1,5,7,1980,0.0,4,4,1,850.0,3,1,960,0,960,0.0,0.0,1,0,2,1,3,5,1,0,0,2.0,576.0,0,0,2007,103000,0,1,0,0,0,0,2,6,2,0.0,6
20,69.05520046484602,11400,4,4,4,10,5,2002,705.0,5,3,4,2633.0,5,1,2633,0,2633,1.0,0.0,2,1,2,1,5,8,1,2,4,3.0,804.0,0,0,2007,466500,0,1,0,0,0,0,4,8,7,1282.0,6
20,66.0,9240,3,4,2,6,8,1998,0.0,4,3,1,988.0,3,1,988,0,988,1.0,0.0,2,0,3,1,4,6,1,0,0,1.0,297.0,0,0,2009,149500,0,1,0,0,0,0,2,6,6,708.0,6
120,24.0,2304,4,4,2,7,7,1978,0.0,3,3,1,1061.0,3,1,1055,0,1055,0.0,0.0,2,0,2,1,3,4,1,0,0,1.0,319.0,0,0,2007,142500,0,0,0,0,1,0,1,7,7,638.0,6
30,54.0,7223,4,4,3,5,5,1950,0.0,3,3,2,1290.0,3,1,1422,0,1422,0.0,0.0,1,0,3,1,3,6,1,0,0,1.0,352.0,0,0,2007,136500,0,1,0,0,0,0,1,6,5,319.0,6
160,69.05520046484602,3612,3,4,2,6,5,1994,0.0,3,3,1,630.0,5,1,630,690,1320,0.0,0.0,2,1,3,1,3,5,1,0,0,2.0,484.0,0,0,2006,137000,0,0,0,0,1,0,4,7,7,338.0,6
20,63.0,12680,3,4,3,7,6,1988,102.0,4,3,2,1675.0,5,1,1688,0,1688,1.0,0.0,2,0,2,1,5,6,1,1,5,2.0,528.0,0,0,2008,226500,0,1,0,0,0,0,2,8,7,983.0,6
20,85.0,10176,4,4,3,7,5,1990,0.0,3,3,4,1300.0,4,1,1341,0,1341,1.0,0.0,1,1,2,1,4,5,1,1,1,2.0,506.0,0,0,2010,171500,0,1,0,0,0,0,2,7,7,637.0,6
80,55.0,10780,3,4,3,5,5,1976,0.0,3,3,3,911.0,4,1,954,0,954,0.0,0.0,1,0,3,1,3,6,1,0,0,2.0,576.0,0,0,2006,132500,0,1,0,0,0,0,2,6,6,483.0,6
90,69.05520046484602,8544,4,4,2,3,4,1950,340.0,3,3,0,0.0,2,0,1040,0,1040,0.0,0.0,2,0,2,2,3,6,1,0,0,2.0,400.0,0,0,2006,87500,0,0,0,1,0,0,1,0,0,0.0,6
60,79.0,10646,3,4,3,7,5,2001,513.0,3,3,1,858.0,5,1,872,917,1789,1.0,0.0,2,1,3,1,3,7,1,1,3,2.0,546.0,0,0,2008,223000,0,1,0,0,0,0,4,6,7,681.0,6
20,80.0,8400,4,4,2,6,9,2005,237.0,4,4,1,1319.0,3,1,1537,0,1537,1.0,0.0,1,1,3,1,4,7,1,1,4,2.0,462.0,0,0,2008,174000,0,1,0,0,0,0,2,6,2,0.0,6
20,85.0,15428,4,4,2,5,6,1991,0.0,3,3,1,884.0,5,1,884,0,884,1.0,0.0,1,0,2,1,3,4,1,0,0,1.0,270.0,0,0,2006,142000,0,1,0,0,0,0,2,6,4,741.0,6
20,81.0,11216,4,4,3,8,5,2006,0.0,4,3,1,1489.0,5,1,1489,0,1489,0.0,0.0,2,0,3,1,4,7,1,1,4,2.0,776.0,0,0,2006,232600,0,1,0,0,0,0,4,8,2,0.0,6
20,78.0,10140,4,4,3,6,6,1999,99.0,3,3,1,1040.0,2,1,1309,0,1309,1.0,0.0,1,1,3,1,4,5,1,1,2,2.0,484.0,648,2,2006,181000,0,1,0,0,0,0,2,6,7,1040.0,6
160,42.0,3964,4,4,1,6,4,1973,0.0,3,3,1,942.0,4,1,1291,1230,2521,1.0,0.0,2,1,5,1,3,10,0,1,4,2.0,576.0,0,0,2006,151400,0,0,0,0,0,1,4,7,6,837.0,6
20,98.0,11428,3,4,4,8,5,2006,248.0,4,3,1,1626.0,5,1,1634,0,1634,0.0,0.0,2,0,3,1,4,7,1,1,4,3.0,866.0,0,0,2007,250000,0,1,0,0,0,0,4,7,2,0.0,6
60,80.0,10421,4,4,3,7,5,1988,42.0,3,3,1,980.0,3,1,980,734,1714,0.0,0.0,2,1,3,1,3,7,1,1,3,2.0,496.0,0,0,2010,196500,0,1,0,0,0,0,2,7,7,394.0,6
75,75.0,13500,4,4,1,7,8,1987,0.0,3,4,1,819.0,3,0,1312,1142,2454,0.0,0.0,2,0,3,1,3,8,1,1,4,2.0,576.0,0,0,2007,185000,0,1,0,0,0,0,2,6,2,0.0,6
20,75.0,9000,4,4,3,6,5,1969,200.0,3,3,3,1216.0,3,1,1216,0,1216,1.0,0.0,1,0,3,1,3,5,1,0,0,1.0,336.0,0,0,2009,113000,0,1,0,0,0,0,2,6,5,955.0,6
20,60.0,8089,4,4,4,8,6,2007,0.0,4,3,3,1419.0,5,1,1419,0,1419,1.0,0.0,2,0,2,1,4,7,1,1,4,2.0,567.0,0,0,2007,392000,0,1,0,0,0,0,2,7,7,945.0,6
90,35.0,9400,3,4,2,6,5,1975,250.0,3,3,4,945.0,3,1,980,0,980,0.0,2.0,2,0,4,0,3,4,1,0,0,0.0,0.0,0,0,2006,127500,0,0,0,1,0,0,2,8,7,945.0,0
160,24.0,2117,4,4,3,6,5,2000,216.0,4,3,1,756.0,5,1,769,804,1573,0.0,0.0,2,1,3,1,4,4,1,0,0,2.0,440.0,0,0,2007,177000,0,0,0,0,1,0,2,7,7,417.0,6
60,85.0,10625,4,4,3,6,5,2004,353.0,4,3,3,1158.0,5,1,1158,1285,2443,0.0,0.0,2,1,4,1,4,9,0,1,4,3.0,744.0,0,0,2007,265000,0,1,0,0,0,0,4,7,2,0.0,6
60,106.0,8413,3,4,3,8,5,1998,0.0,4,4,2,1220.0,5,1,1220,1142,2362,1.0,0.0,2,1,3,1,4,8,1,2,3,2.0,1105.0,0,0,2007,312500,0,1,0,0,0,0,4,8,7,901.0,7
75,75.0,13500,4,4,1,10,9,2000,0.0,5,5,1,1237.0,4,1,1521,1254,2775,0.0,0.0,3,1,3,1,4,9,1,1,4,2.0,880.0,0,0,2008,325000,2,1,0,0,0,0,2,6,2,0.0,7
20,69.05520046484602,15676,3,4,4,8,8,1980,115.0,4,4,4,2014.0,4,1,2014,0,2014,1.0,0.0,2,0,2,1,4,6,0,2,4,3.0,864.0,0,0,2009,275000,0,1,0,0,0,0,4,8,8,1825.0,6
60,82.0,9950,3,4,4,7,5,1995,290.0,4,3,1,1203.0,5,1,1214,1306,2520,0.0,0.0,2,1,4,1,4,9,1,1,3,3.0,721.0,0,0,2007,290000,0,1,0,0,0,0,4,7,7,565.0,6
20,39.0,15410,3,4,2,6,6,2002,250.0,3,4,4,1208.0,5,1,1494,0,1494,1.0,0.0,2,0,3,1,3,7,1,2,2,2.0,461.0,0,0,2010,169000,2,1,0,0,0,0,2,6,10,985.0,6
30,50.0,6000,4,4,1,5,7,1950,0.0,3,3,1,616.0,4,1,616,0,616,0.0,0.0,1,0,2,1,3,4,1,0,0,1.0,205.0,0,0,2006,89000,0,1,0,0,0,0,2,6,3,616.0,6
60,63.0,8402,3,4,3,6,5,1998,0.0,3,3,1,789.0,4,1,789,676,1465,0.0,0.0,2,1,3,1,3,7,1,1,4,2.0,393.0,0,0,2010,180400,0,1,0,0,0,0,4,7,2,0.0,6
20,85.0,10655,3,4,4,8,5,2004,296.0,4,3,1,3206.0,5,1,1629,0,1629,1.0,0.0,2,0,3,1,4,7,1,1,4,3.0,880.0,0,0,2009,284000,0,1,0,0,0,0,4,7,6,1603.0,6
20,70.0,10150,4,4,2,5,5,1958,1.0,3,3,1,912.0,5,0,912,0,912,0.0,0.0,1,0,2,1,3,5,1,0,0,1.0,275.0,0,0,2007,114500,0,1,0,0,0,0,2,6,4,456.0,6
20,84.0,10084,4,4,3,7,5,2006,196.0,4,3,3,1552.0,5,1,1552,0,1552,0.0,0.0,2,0,3,1,4,7,1,0,0,3.0,782.0,0,0,2006,212900,0,1,0,0,0,0,4,7,7,24.0,6
20,67.0,16285,2,4,3,7,5,2002,0.0,4,3,1,1413.0,5,1,1430,0,1430,0.0,0.0,2,0,3,1,4,6,1,0,0,2.0,605.0,0,0,2009,187100,0,1,0,0,0,0,4,7,2,0.0,6
160,34.0,3230,4,4,3,6,5,1999,1129.0,3,3,1,729.0,4,1,729,729,1458,0.0,0.0,2,1,2,1,3,5,1,1,2,2.0,440.0,0,0,2007,176000,0,0,0,0,0,1,2,7,7,419.0,6
20,69.05520046484602,21579,3,4,3,6,6,1968,0.0,3,3,1,1488.0,5,1,1488,0,1488,0.0,1.0,2,0,3,1,3,7,1,2,4,2.0,552.0,0,0,2007,215000,0,1,0,0,0,0,3,7,5,813.0,6
60,64.0,8320,4,4,3,7,5,2004,0.0,4,3,1,770.0,5,1,770,812,1582,0.0,0.0,2,1,3,1,4,6,1,0,0,2.0,520.0,0,0,2008,185900,0,1,0,0,0,0,4,7,7,490.0,6
20,60.0,6960,4,4,2,4,6,1970,0.0,3,3,1,864.0,3,1,864,0,864,0.0,0.0,1,0,3,1,4,5,1,0,0,2.0,660.0,0,0,2009,120500,0,1,0,0,0,0,2,6,9,614.0,6
60,60.0,21930,1,4,3,5,5,2005,0.0,4,3,3,732.0,5,1,734,1104,1838,0.0,0.0,2,1,4,1,3,7,1,1,4,2.0,372.0,0,0,2006,192140,1,1,0,0,0,0,4,8,2,0.0,6
20,60.0,6600,4,4,2,5,9,2008,0.0,4,4,1,816.0,5,1,816,0,816,0.0,1.0,1,0,3,1,4,5,1,1,5,1.0,264.0,0,0,2008,130500,0,1,0,0,0,0,4,6,6,641.0,6
50,50.0,8405,4,4,2,4,3,1950,0.0,3,3,0,0.0,3,0,1088,441,1529,0.0,0.0,2,0,4,1,3,9,0,0,0,1.0,240.0,0,0,2009,98000,0,1,0,0,0,0,2,0,0,0.0,6
20,91.0,11778,4,4,3,9,5,2008,554.0,4,3,4,2271.0,5,1,2276,0,2276,1.0,0.0,2,0,3,1,5,7,1,2,4,3.0,1348.0,0,0,2008,475000,0,1,0,0,0,0,4,7,7,2085.0,7
30,60.0,8967,4,4,1,5,2,1950,0.0,3,2,1,961.0,4,0,1077,0,1077,0.0,0.0,1,0,2,1,3,6,0,0,0,1.0,338.0,0,0,2007,67000,0,1,0,0,0,0,2,3,2,0.0,2
60,86.0,10562,4,4,4,8,5,2007,300.0,4,3,1,1582.0,5,1,1610,551,2161,1.0,0.0,1,1,3,1,5,8,1,1,4,3.0,789.0,0,0,2007,325624,0,1,0,0,0,0,4,8,7,1288.0,6
20,44.0,12864,3,4,2,7,5,2002,0.0,4,3,1,1409.0,5,1,1409,0,1409,1.0,0.0,1,1,1,1,4,4,1,1,4,2.0,576.0,0,0,2007,245000,0,1,0,0,0,0,4,7,7,1392.0,6
20,66.0,13695,4,4,3,5,5,2004,0.0,3,3,1,1114.0,5,1,1114,0,1114,1.0,0.0,1,1,3,1,4,6,1,0,0,2.0,576.0,0,0,2008,159000,2,1,0,0,0,0,4,6,7,646.0,6
20,79.0,10289,4,4,2,5,7,1965,168.0,3,3,1,1073.0,3,1,1073,0,1073,1.0,0.0,1,1,3,1,3,6,1,0,0,2.0,515.0,0,0,2007,156000,0,1,0,0,0,0,2,6,6,836.0,6
20,69.05520046484602,11120,3,4,4,6,6,1984,0.0,3,3,1,1232.0,3,1,1232,0,1232,0.0,0.0,2,0,3,1,3,6,1,0,0,2.0,516.0,0,0,2008,162500,0,1,0,0,0,0,2,7,5,660.0,6
90,73.0,9069,4,4,3,6,8,1993,0.0,4,4,3,1344.0,4,1,1440,0,1440,2.0,0.0,2,0,2,2,4,8,1,0,0,4.0,920.0,0,0,2006,224500,0,0,0,1,0,0,2,7,8,1344.0,6
20,69.05520046484602,47280,3,4,3,6,5,1950,44.0,3,3,1,1488.0,4,1,1488,0,1488,0.0,0.0,2,1,3,1,3,6,1,1,3,2.0,738.0,0,0,2008,133000,0,1,0,0,0,0,0,6,2,0.0,6
60,63.0,7875,4,4,3,7,5,2003,0.0,4,3,1,783.0,5,1,807,702,1509,0.0,0.0,2,1,3,1,4,8,1,1,4,2.0,393.0,0,0,2006,180000,0,1,0,0,0,0,4,7,2,0.0,6
20,60.0,6600,4,4,2,5,6,2005,0.0,3,3,1,845.0,4,1,845,0,845,0.0,0.0,1,0,3,1,4,6,1,0,0,1.0,264.0,0,0,2008,134500,0,1,0,0,0,0,2,6,7,638.0,6
60,66.0,13682,2,4,4,10,5,2006,1031.0,5,3,4,1410.0,5,1,1426,1519,2945,0.0,0.0,3,1,3,1,4,10,1,1,4,3.0,641.0,0,0,2006,438780,0,1,0,0,0,0,4,8,2,0.0,6
80,101.0,9150,3,4,2,6,5,1962,305.0,3,3,4,1099.0,4,1,1431,0,1431,0.0,1.0,1,0,3,1,3,6,1,1,4,1.0,296.0,0,0,2008,165000,0,1,0,0,0,0,2,7,7,371.0,6
20,65.0,7150,4,4,2,5,5,1967,60.0,3,3,1,892.0,3,1,892,0,892,0.0,0.0,1,0,3,1,3,5,1,0,0,1.0,288.0,0,0,2009,100000,0,1,0,0,0,0,2,6,5,432.0,6
20,69.05520046484602,12285,3,4,2,7,6,1960,128.0,3,3,1,1329.0,4,1,1329,0,1329,0.0,0.0,1,1,3,1,3,5,1,2,4,2.0,441.0,0,0,2009,176000,0,1,0,0,0,0,2,6,5,544.0,6
20,102.0,17920,4,4,2,5,4,1974,0.0,3,3,2,1763.0,3,1,1779,0,1779,1.0,0.0,1,1,3,1,3,6,1,1,4,2.0,454.0,0,0,2006,170000,0,1,0,0,0,0,2,6,8,1391.0,6
120,53.0,3684,4,4,3,7,5,2007,130.0,4,3,1,1373.0,5,1,1555,0,1555,0.0,0.0,2,0,2,1,4,7,1,1,3,3.0,660.0,0,0,2009,174000,0,0,0,0,0,1,4,7,2,0.0,6
50,62.0,7006,4,4,1,6,6,1950,0.0,3,3,1,768.0,3,1,788,448,1236,1.0,0.0,2,0,3,1,3,6,1,1,4,1.0,384.0,0,0,2008,127000,0,1,0,0,0,0,1,6,4,121.0,6
60,77.0,8390,3,4,3,7,5,1999,0.0,3,3,1,831.0,5,1,873,778,1651,0.0,0.0,2,1,3,1,3,7,1,1,3,2.0,450.0,0,0,2008,185900,0,1,0,0,0,0,4,7,2,0.0,6
30,50.0,5784,4,4,1,5,8,1996,0.0,3,3,1,190.0,4,0,886,0,886,0.0,0.0,1,0,2,1,3,4,1,0,0,1.0,273.0,0,0,2009,91300,0,1,0,0,0,0,2,5,2,0.0,6
20,70.0,9135,4,4,3,6,5,2003,120.0,4,3,3,1682.0,5,1,1700,0,1700,1.0,0.0,2,0,3,1,4,7,1,0,0,2.0,544.0,0,0,2006,200000,0,1,0,0,0,0,4,7,7,340.0,6
50,78.0,10496,4,4,2,6,6,1950,320.0,3,3,2,1040.0,5,1,1168,678,1846,0.0,0.0,2,0,3,1,3,7,1,1,4,1.0,315.0,0,0,2007,143000,0,1,0,0,0,0,2,6,4,196.0,6
50,69.05520046484602,13650,4,4,2,5,5,1958,0.0,4,4,1,1052.0,5,1,1252,668,1920,1.0,0.0,2,0,4,1,4,8,1,1,4,2.0,451.0,0,0,2006,172500,0,1,0,0,0,0,2,6,9,498.0,6
20,67.0,8308,4,4,2,4,6,1963,20.0,3,4,1,1088.0,3,1,1088,0,1088,0.0,0.0,1,0,2,1,3,4,1,0,0,2.0,520.0,0,0,2007,110000,0,1,0,0,0,0,4,6,6,973.0,6
20,69.05520046484602,9450,3,4,2,4,5,1957,160.0,3,3,1,1040.0,3,1,1362,0,1362,1.0,0.0,1,0,3,1,3,6,1,1,4,3.0,768.0,0,0,2009,140000,0,1,0,0,0,0,2,6,5,775.0,6
20,78.0,9317,3,4,3,6,5,2006,0.0,4,3,1,1314.0,4,1,1314,0,1314,0.0,0.0,2,0,3,1,4,6,1,1,4,2.0,440.0,0,0,2007,176432,0,1,0,0,0,0,4,7,7,24.0,6
20,69.05520046484602,7153,4,4,3,6,5,1991,88.0,3,3,1,1278.0,4,1,1294,0,1294,1.0,0.0,2,0,3,1,4,6,1,0,0,2.0,496.0,0,0,2008,179200,0,1,0,0,0,0,2,7,7,1200.0,6
20,68.0,8814,4,4,3,7,5,2007,80.0,4,3,1,1274.0,5,1,1274,0,1274,1.0,0.0,2,0,3,1,4,6,1,0,0,2.0,508.0,0,0,2007,203000,0,1,0,0,0,0,4,7,7,925.0,6
20,83.0,9849,4,4,3,7,6,2007,0.0,4,3,3,1689.0,5,1,1689,0,1689,0.0,0.0,2,0,3,1,4,7,1,0,0,3.0,954.0,0,0,2007,248328,0,1,0,0,0,0,4,7,2,0.0,6
20,79.0,14463,3,4,4,9,5,2008,406.0,5,3,4,1641.0,5,1,1641,0,1641,1.0,0.0,2,0,3,1,5,7,1,0,0,3.0,885.0,0,0,2009,316500,0,1,0,0,0,0,4,8,7,1115.0,6
50,50.0,5190,4,4,2,7,5,1950,0.0,3,3,1,570.0,3,1,617,462,1079,0.0,0.0,1,0,2,1,3,5,1,1,4,1.0,249.0,0,0,2008,125600,0,1,0,0,0,0,2,6,2,0.0,6
20,65.0,9750,4,4,1,5,6,1959,164.0,3,3,1,984.0,4,1,984,0,984,1.0,0.0,1,0,2,1,2,5,1,0,0,1.0,308.0,0,0,2008,110000,0,1,0,0,0,0,2,6,4,200.0,6
30,50.0,6000,4,4,1,4,4,1950,0.0,3,3,1,960.0,4,0,960,0,960,0.0,0.0,1,0,2,1,2,5,1,0,0,1.0,308.0,0,0,2007,108500,0,1,0,0,0,0,2,6,6,250.0,6
20,66.0,8712,4,4,1,5,5,1952,0.0,2,3,3,540.0,3,0,1044,0,1044,0.0,0.0,1,0,2,1,2,4,1,0,0,2.0,504.0,0,0,2010,55993,0,1,0,0,0,0,2,6,2,0.0,6
50,69.0,11851,4,4,1,5,7,2009,0.0,3,4,1,1027.0,5,1,1027,606,1633,0.0,0.0,1,0,3,1,4,7,1,1,4,1.0,240.0,0,0,2010,129000,0,1,0,0,0,0,4,6,5,780.0,6
20,54.0,13811,3,4,4,6,6,1987,72.0,3,3,1,1112.0,4,1,1137,0,1137,1.0,0.0,2,0,2,1,4,5,1,1,3,2.0,551.0,0,0,2006,176000,0,1,0,0,0,0,2,8,8,1020.0,6
20,83.0,10143,4,4,2,6,7,1963,295.0,3,3,1,1380.0,2,1,1380,0,1380,0.0,0.0,1,1,3,1,3,6,1,0,0,1.0,364.0,0,0,2009,154000,0,1,0,0,0,0,2,6,4,384.0,6
20,93.0,18265,4,4,4,6,5,1986,228.0,4,4,3,1256.0,5,1,1256,0,1256,0.0,0.0,2,0,3,1,4,6,1,1,2,2.0,578.0,0,0,2008,180000,0,1,0,0,0,0,2,8,9,980.0,6
120,44.0,4224,4,4,1,5,5,1976,0.0,3,3,1,1142.0,3,1,1142,0,1142,1.0,0.0,1,1,3,1,3,6,1,1,1,2.0,528.0,0,0,2007,134000,0,0,0,0,0,1,4,7,6,874.0,6
20,84.0,12615,4,4,2,6,7,2001,0.0,3,3,3,1202.0,3,1,2158,0,2158,1.0,0.0,2,0,4,1,4,7,1,1,4,2.0,576.0,0,0,2007,243000,0,1,0,0,0,0,2,7,6,477.0,6
20,85.0,14536,4,4,4,8,5,2003,236.0,4,3,3,1616.0,5,1,1629,0,1629,1.0,0.0,2,0,3,1,4,9,1,1,4,3.0,808.0,0,0,2007,270000,0,1,0,0,0,0,4,7,7,1300.0,6
20,71.0,9187,4,4,2,6,5,1983,0.0,3,4,1,1084.0,3,1,1080,0,1080,0.0,0.0,1,1,3,1,3,5,1,0,0,2.0,484.0,0,0,2007,134000,0,1,0,0,0,0,4,6,6,336.0,6
60,90.0,9900,4,4,4,7,5,1993,256.0,4,3,4,1347.0,5,1,1372,1274,2646,1.0,0.0,2,1,4,1,4,9,1,1,3,3.0,656.0,0,0,2009,260000,0,1,0,0,0,0,2,7,7,987.0,6
60,64.0,8333,4,4,3,7,5,2006,0.0,4,3,1,738.0,4,1,738,753,1491,0.0,0.0,2,1,3,1,4,7,1,1,4,2.0,484.0,0,0,2007,168675,0,1,0,0,0,0,4,7,2,0.0,6
80,69.05520046484602,10147,3,4,3,6,5,1994,32.0,3,3,1,392.0,4,1,924,770,1694,0.0,0.0,2,1,3,1,3,7,1,1,3,2.0,398.0,0,0,2007,160000,0,1,0,0,0,0,2,7,3,186.0,6
50,44.0,5914,4,4,1,5,9,1996,0.0,3,3,1,684.0,4,1,684,396,1080,0.0,0.0,1,0,3,1,4,5,1,0,0,0.0,0.0,0,0,2008,95000,0,1,0,0,0,0,2,5,2,0.0,0
60,79.0,11646,3,4,3,6,5,2006,0.0,4,3,3,704.0,5,1,704,718,1422,0.0,0.0,2,1,3,1,4,7,1,1,4,2.0,440.0,0,0,2009,173000,0,1,0,0,0,0,4,7,2,0.0,6
20,60.0,7200,4,4,3,7,5,2006,0.0,4,3,1,1293.0,5,1,1301,0,1301,1.0,0.0,2,0,2,1,4,5,1,1,4,2.0,572.0,0,0,2006,187750,0,1,0,0,0,0,4,8,2,0.0,6
60,46.0,20544,3,4,3,7,6,1991,123.0,3,4,1,791.0,4,1,1236,857,2093,0.0,0.0,2,1,3,1,3,7,1,1,3,2.0,542.0,0,0,2008,215000,0,1,0,0,0,0,2,7,2,0.0,6
20,69.05520046484602,9981,3,4,2,5,5,1967,340.0,3,3,2,1073.0,4,1,1073,0,1073,0.0,0.0,1,0,3,1,3,6,1,0,0,1.0,270.0,0,0,2008,120000,0,1,0,0,0,0,2,6,5,221.0,6
20,70.0,8251,4,4,3,7,5,2006,143.0,4,3,3,1494.0,5,1,1506,0,1506,1.0,0.0,2,0,3,1,4,7,1,1,4,2.0,672.0,0,0,2007,249000,0,1,0,0,0,0,4,8,7,778.0,6
20,78.0,10140,4,4,3,7,6,1967,264.0,3,3,1,1334.0,4,1,1334,0,1334,1.0,0.0,2,0,3,1,3,7,1,0,0,2.0,477.0,0,0,2006,164500,1,1,0,0,0,0,2,6,6,621.0,6
120,69.05520046484602,8239,3,4,4,7,5,1986,0.0,4,3,0,0.0,4,1,1295,0,1295,0.0,0.0,2,0,2,1,4,5,1,0,0,1.0,312.0,0,0,2006,230000,0,0,0,0,0,1,2,0,0,0.0,6
70,69.05520046484602,5700,3,4,1,7,6,1990,0.0,3,3,1,672.0,4,0,672,672,1344,1.0,0.0,1,1,3,1,4,6,1,1,4,2.0,456.0,0,0,2007,140000,0,1,0,0,0,0,2,6,4,336.0,6
20,60.0,7200,4,4,2,5,7,1952,0.0,3,4,1,732.0,3,1,732,0,732,1.0,0.0,1,0,2,1,3,4,1,0,0,1.0,240.0,0,0,2009,118900,0,1,0,0,0,0,2,7,9,732.0,6
20,71.0,9178,4,4,3,8,5,2008,0.0,4,3,3,1468.0,5,1,1468,0,1468,0.0,0.0,2,0,3,1,4,6,1,1,4,3.0,904.0,0,0,2009,239900,0,1,0,0,0,0,4,7,2,0.0,6
120,53.0,4043,4,4,2,6,5,1975,0.0,3,3,1,1069.0,4,1,1069,0,1069,0.0,1.0,2,0,2,1,3,4,1,1,1,2.0,440.0,0,0,2006,146300,0,0,0,0,0,1,2,7,9,883.0,6
